Start_X,Start_Y,End_X,End_Y,A*_Cost,A*_Time(s),A*_Memory(MB),Dijkstra_Cost,Dijkstra_Time(s),Dijkstra_Memory(MB),RRT*_Cost,RRT*_Time(s),RRT*_Memory(MB),NIACO_Cost,NIACO_Time(s),NIACO_Memory(MB)
82,176,736,478,2383.800000000047,46.345274448394775,31.13200569152832,2470.799999999992,28.8632709980011,22.407368659973145,63269.80000000011,28.924323320388794,3.5441713333129883,10795.600000000002,179.91340565681458,15.935466766357422
