Start_X,Start_Y,End_X,End_Y,A*_Cost,A*_Time(s),A*_Memory(MB),Dijkstra_Cost,Dijkstra_Time(s),Dijkstra_Memory(MB),RRT*_Cost,RRT*_Time(s),RRT*_Memory(MB),NIACO_Cost,NIACO_Time(s),NIACO_Memory(MB)
130,966,391,450,2114.0000000000346,19.222996950149536,31.10887336730957,1909.199999999999,13.003159999847412,16.23949909210205,2066.2,3.2367773056030273,3.148983955383301,5481.4,115.5736882686615,14.32894515991211
