Start_X,Start_Y,End_X,End_Y,A*_Cost,A*_Time(s),A*_Memory(MB),Dijkstra_Cost,Dijkstra_Time(s),Dijkstra_Memory(MB),RRT*_Cost,RRT*_Time(s),RRT*_Memory(MB),NIACO_Cost,NIACO_Time(s),NIACO_Memory(MB)
471,1011,370,194,26405.600000001104,27.63521671295166,31.135347366333008,25939.999999999785,21.853755474090576,20.68114185333252,29611.39999999998,225.6661717891693,4.847058296203613,117052.40000000002,212.16858792304993,19.153553009033203
