Start_X,Start_Y,End_X,End_Y,A*_Cost,A*_Time(s),A*_Memory(MB),Dijkstra_Cost,Dijkstra_Time(s),Dijkstra_Memory(MB),RRT*_Cost,RRT*_Time(s),RRT*_Memory(MB),NIACO_Cost,NIACO_Time(s),NIACO_Memory(MB)
173,414,931,195,15403.599999999995,11.397281408309937,31.169206619262695,12491.999999999798,23.820443391799927,20.939541816711426,50967.40000000019,94.57216358184814,4.113347053527832,33589.40000000001,145.77260494232178,15.990375518798828
