Start_X,Start_Y,End_X,End_Y,A*_Cost,A*_Time(s),A*_Memory(MB),Dijkstra_Cost,Dijkstra_Time(s),Dijkstra_Memory(MB),RRT*_Cost,RRT*_Time(s),RRT*_Memory(MB),NIACO_Cost,NIACO_Time(s),NIACO_Memory(MB)
22,647,921,875,45227.200000000754,286.461847782135,35.06294918060303,45321.79999999999,19.825013637542725,21.879130363464355,42653.00000000031,5.3846213817596436,3.2551136016845703,276386.8,1340.164158821106,73.06015300750732
