Start_X,Start_Y,End_X,End_Y,A*_Cost,A*_Time(s),A*_Memory(MB),Dijkstra_Cost,Dijkstra_Time(s),Dijkstra_Memory(MB),RRT-Connect_Cost,RRT-Connect_Time(s),RRT-Connect_Memory(MB),NIACO_Cost,NIACO_Time(s),NIACO_Memory(MB)
588,920,644,27,2161.2000000000053,188.01836133003235,35.33100414276123,1704.2000000000214,8.782036781311035,15.812032699584961,58756.000000000124,4.420293569564819,3.2586917877197266,12586.19999999999,260.5391004085541,16.58364963531494
