Start_X,Start_Y,End_X,End_Y,A*_Cost,A*_Time(s),A*_Memory(MB),Dijkstra_Cost,Dijkstra_Time(s),Dijkstra_Memory(MB),RRT-Connect_Cost,RRT-Connect_Time(s),RRT-Connect_Memory(MB),NIACO_Cost,NIACO_Time(s),NIACO_Memory(MB)
130,966,391,450,14347.799999999996,146.4732060432434,35.13921356201172,14046.599999999877,7.9418158531188965,14.58790397644043,30862.199999999983,1.624894142150879,3.1832752227783203,40086.600000000006,123.47396802902222,13.879242897033691
