Start_X,Start_Y,End_X,End_Y,A*_Cost,A*_Time(s),A*_Memory(MB),Dijkstra_Cost,Dijkstra_Time(s),Dijkstra_Memory(MB),RRT-Connect_Cost,RRT-Connect_Time(s),RRT-Connect_Memory(MB),NIACO_Cost,NIACO_Time(s),NIACO_Memory(MB)
725,640,587,124,7185.799999999996,191.79610347747803,35.30536937713623,6185.799999999897,6.6917431354522705,14.446261405944824,44331.4,1.7284832000732422,3.178537368774414,106594.59999999995,87.12076902389526,12.738839149475098
