Start_X,Start_Y,End_X,End_Y,A*_Cost,A*_Time(s),A*_Memory(MB),Dijkstra_Cost,Dijkstra_Time(s),Dijkstra_Memory(MB),RRT*_Cost,RRT*_Time(s),RRT*_Memory(MB),NIACO_Cost,NIACO_Time(s),NIACO_Memory(MB)
590,43,679,689,930.9999999999918,8.07743215560913,31.14017677307129,911.7999999999925,13.621690273284912,16.49033832550049,23757.800000000017,81.18417429924011,3.9985857009887695,2420.200000000006,125.63532280921936,14.791553497314453
