Start_X,Start_Y,End_X,End_Y,A*_Cost,A*_Time(s),A*_Memory(MB),Dijkstra_Cost,Dijkstra_Time(s),Dijkstra_Memory(MB),RRT*_Cost,RRT*_Time(s),RRT*_Memory(MB),NIACO_Cost,NIACO_Time(s),NIACO_Memory(MB)
8,628,918,875,64263.400000000656,29.159025192260742,31.125619888305664,50228.80000000029,25.457347869873047,22.426304817199707,57446.20000000002,41.063241720199585,3.7673845291137695,141043.7999999999,1050.36394572258,78.2975492477417
