Start_X,Start_Y,End_X,End_Y,A*_Cost,A*_Time(s),A*_Memory(MB),Dijkstra_Cost,Dijkstra_Time(s),Dijkstra_Memory(MB),RRT-Connect_Cost,RRT-Connect_Time(s),RRT-Connect_Memory(MB),NIACO_Cost,NIACO_Time(s),NIACO_Memory(MB)
639,121,397,895,19397.60000000066,303.99889874458313,35.077035903930664,18937.19999999999,15.777040481567383,18.768282890319824,18331.399999999998,3.2653019428253174,3.258333206176758,98170.4,837.8135302066803,32.79133129119873
