Start_X,Start_Y,End_X,End_Y,A*_Cost,A*_Time(s),A*_Memory(MB),Dijkstra_Cost,Dijkstra_Time(s),Dijkstra_Memory(MB),RRT-Connect_Cost,RRT-Connect_Time(s),RRT-Connect_Memory(MB),NIACO_Cost,NIACO_Time(s),NIACO_Memory(MB)
670,579,646,29,976.7999999999932,153.5187532901764,35.282108306884766,805.5999999999957,7.963834762573242,14.946093559265137,42509.80000000001,0.8041901588439941,3.151308059692383,2027.0000000000005,139.36560702323914,13.179543495178223
